L,R,F,M,C
51,21,4,2320,0.9
61,22,2,2456,0.85
12,12,2,4809,0.434061135
37,1,2,2710,0.77
24,0,2,2710,0.77
36,17,2,3383,0.616745492
60,10,3,3259,0.639797484
51,21,2,2780,0.75
18,18,2,2780,0.75
40,20,2,2780,0.75
20,7,2,3390,0.615
54,11,2,2978,0.7
47,16,2,4062,0.513121615
57,2,7,5315,0.39215428
83,9,3,3454,0.603442386
43,11,3,4191,0.497279885
23,5,2,2465,0.845419878
35,21,2,2977,0.7
12,3,2,4516,0.461434898
32,15,4,3483,0.598105082
20,19,2,2604,0.8
18,12,2,2604,0.8
24,11,3,3524,0.591089671
78,1,2,3275,0.635914504
60,2,4,2818,0.73897445
20,20,3,2615,0.796328872
47,16,2,2598,0.801385681
74,1,4,5320,0.391223684
84,8,4,3721,0.55932545
39,21,3,2436,0.854351396
58,2,2,2994,0.695
25,3,3,3030,0.686666667
69,0,2,3866,0.53816865
42,1,4,3496,0.595088673
96,21,2,2488,0.836093248
51,4,2,2630,0.79095057
19,17,2,2488,0.836093248
35,18,2,2728,0.762481672
56,7,2,2481,0.838331318
65,18,3,2606,0.798081351
20,5,5,4988,0.416952686
28,4,4,3434,0.605620268
40,6,2,1994,1.042918756
23,16,5,3985,0.521806775
36,9,3,3255,0.638804916
12,5,3,3585,0.58
46,17,4,2190,0.949315068
91,5,3,3107,0.669015127
60,23,2,2691,0.772352285
42,23,2,2078,1.0
25,19,2,2078,1.0
81,17,4,2913,0.713336766
39,20,3,4155,0.5
24,4,2,2279,0.911390961
61,7,3,4261,0.487446609
100,18,2,4154,0.5
30,10,2,4154,0.5
34,0,4,2596,0.8
22,1,2,3032,0.684957124
40,5,2,4238,0.49
35,8,2,3404,0.61
36,14,2,3087,0.672562358
18,3,2,2820,0.736170213
64,11,3,3893,0.533226304
14,2,2,3386,0.613000591
33,2,2,2421,0.857286245
66,22,2,2255,0.920177384
12,9,2,3509,0.591211171
33,17,2,2839,0.730715041
23,1,2,3074,0.674791802
14,13,2,8296,0.25
96,22,2,2549,0.813652413
41,2,3,2464,0.841607143
91,14,3,2348,0.883091993
86,0,2,2266,0.915
52,7,3,2708,0.765638848
22,11,3,3545,0.5848378
38,0,2,2579,0.803811555
71,6,2,2692,0.77
51,5,2,2253,0.92
104,4,4,2938,0.705405037
28,12,3,3454,0.6
95,4,5,3582,0.578509213
65,3,3,3818,0.542697748
39,13,3,2072,1.0
112,14,2,3357,0.617187965
89,13,2,2789,0.742882754
109,11,2,3453,0.6
13,9,3,2787,0.743333333
26,4,2,2585,0.801373308
46,0,3,2799,0.74
47,5,2,3640,0.568873626
20,20,3,3030,0.683333333
84,8,3,1941,1.066666667
25,7,4,2596,0.7975
105,3,3,3363,0.615602141
36,17,2,2228,0.929129264
82,18,3,2070,1.0
38,12,3,2070,1.0
31,23,3,2070,1.0
32,16,3,2070,1.0
28,22,3,2070,1.0
19,14,3,2070,1.0
12,12,2,1380,1.5
29,19,3,2070,1.0
14,12,3,2070,1.0
60,16,4,2774,0.746178803
19,11,3,2780,0.744568345
39,3,2,3100,0.667664516
75,20,2,2443,0.847155137
37,20,3,2732,0.757430454
14,14,2,3762,0.55
41,6,2,2411,0.858183326
26,4,4,3492,0.5925
14,7,4,3492,0.5925
41,22,2,2069,1.0
67,7,3,2875,0.719613913
54,10,3,4675,0.442449198
46,8,4,2268,0.911940035
111,6,2,3003,0.688634699
64,2,3,5349,0.386595625
16,10,4,3804,0.543585699
14,2,2,3597,0.574865165
26,18,2,2852,0.725
52,3,4,2520,0.820420635
94,12,2,2657,0.777907414
86,8,2,2684,0.77
56,11,2,2582,0.8
25,4,3,2231,0.925818019
103,6,4,4411,0.468258898
39,22,2,3934,0.525
17,17,2,3934,0.525
18,17,2,3934,0.525
82,22,2,3934,0.525
16,15,2,3934,0.525
78,16,2,3934,0.525
22,22,2,3934,0.525
99,17,2,3934,0.525
19,1,3,5901,0.35
57,23,2,3934,0.525
26,10,3,3242,0.637014189
83,8,3,4494,0.45952826
72,22,2,2065,1.0
33,1,2,3082,0.67
73,4,2,3451,0.598333816
53,6,2,3451,0.598333816
13,4,7,4060,0.508571429
72,13,6,4155,0.496859206
68,0,3,3500,0.589805714
87,8,4,2675,0.771682243
14,0,2,2574,0.801934732
43,0,2,2752,0.75
26,15,3,4569,0.451739987
74,12,4,5312,0.388516566
24,6,2,3752,0.55
60,17,3,6177,0.334061842
12,3,4,4260,0.484387324
36,18,2,2613,0.789667049
81,5,4,5251,0.392892782
102,6,3,4464,0.462096774
27,13,2,2577,0.800388048
13,11,2,2750,0.75
53,11,2,2750,0.75
19,19,2,2426,0.85
66,0,2,2266,0.91
13,5,3,4408,0.4676951
32,22,2,2660,0.775
37,0,4,2659,0.775235051
16,12,2,2748,0.75
18,17,2,2576,0.80001941
33,5,2,2240,0.92
54,21,2,5152,0.4
19,17,2,5152,0.4
18,5,4,5706,0.361146162
67,0,3,3353,0.614551148
65,5,4,2192,0.94
91,17,2,3434,0.6
64,17,2,3434,0.6
21,5,2,2165,0.951667436
30,23,2,3052,0.675
27,2,2,2276,0.905087873
39,2,2,2624,0.785
29,7,2,5420,0.38
20,3,4,3158,0.652102597
23,16,3,3359,0.613054481
78,20,2,2574,0.8
97,7,3,2653,0.77613268
35,21,4,2320,0.8875
63,22,4,2778,0.741180706
49,1,5,2900,0.71
101,13,2,2422,0.85
63,16,2,3143,0.654947502
30,3,4,4281,0.480721794
20,20,2,2572,0.8
32,4,4,4008,0.513348303
48,16,2,3444,0.59738676
90,11,3,2313,0.889494163
31,9,3,2476,0.830880452
78,0,3,4170,0.493333333
37,4,3,3588,0.573333333
56,21,2,3048,0.674901575
12,9,2,4757,0.432428001
19,18,3,2706,0.760088692
17,6,4,5361,0.383635516
51,7,6,5460,0.376666667
20,3,3,3762,0.54661882
17,2,2,2977,0.690695331
12,10,2,3370,0.610089021
44,13,2,2570,0.8
36,12,2,2501,0.822071172
86,21,3,2056,1.0
12,9,2,4352,0.472419577
36,5,3,2074,0.991292189
27,23,2,2164,0.95
74,7,2,3532,0.58204983
76,0,6,4979,0.41288813
52,21,2,4387,0.46860041
48,15,4,2316,0.8875
24,21,4,3021,0.680337637
20,3,2,2257,0.910580416
47,21,2,3297,0.623324234
48,8,2,2805,0.732641711
21,11,3,2283,0.9
51,1,4,3701,0.555144556
22,9,3,3340,0.61511976
31,14,2,2428,0.846128501
60,17,4,4164,0.493371758
92,2,2,3664,0.560630459
71,1,2,3383,0.607106119
51,20,3,3227,0.636442516
30,4,4,3824,0.537068515
33,22,2,3734,0.55
39,5,2,2616,0.785
31,6,2,2616,0.785
57,0,2,2746,0.747833212
37,17,4,4048,0.507262846
28,13,2,2737,0.75020095
33,6,2,2082,0.986167147
76,5,2,1456,1.41
51,8,2,3545,0.579083216
49,16,3,2799,0.733333333
63,3,3,3003,0.683429903
23,0,2,3539,0.579802204
90,13,2,3231,0.635066543
70,4,6,3755,0.546434088
99,9,3,7985,0.256939261
45,21,3,2619,0.783333333
13,11,2,2731,0.751153424
21,20,2,2279,0.9
13,1,3,3423,0.599141104
14,1,2,2266,0.905
64,22,2,3523,0.582089129
24,9,3,3030,0.676666667
28,8,3,4410,0.464875283
50,17,4,4316,0.475
73,4,2,2766,0.741113521
38,1,4,5430,0.377469613
26,7,6,3288,0.623333333
80,11,3,2358,0.868808312
54,0,2,4268,0.48
88,2,2,4268,0.48
80,5,2,2750,0.744814545
29,5,2,2750,0.744814545
15,9,3,4124,0.496663434
48,8,3,2315,0.884760259
45,4,3,3849,0.53208106
46,1,2,2486,0.823761062
43,1,2,2731,0.74984621
96,10,2,2756,0.742942671
39,3,3,2730,0.75
88,1,3,2997,0.683163163
113,2,3,5530,0.370141049
19,8,2,3904,0.524272541
55,9,3,5200,0.393580769
33,12,4,3610,0.566897507
82,0,2,2734,0.748372348
21,11,3,2349,0.87100894
74,21,3,4862,0.420773344
75,13,2,2658,0.769488337
40,7,3,2869,0.712851168
14,13,2,2240,0.912946429
34,4,3,4578,0.446666667
98,6,2,2994,0.682825651
18,0,4,2316,0.8825
109,6,2,2611,0.782657985
20,11,2,3958,0.516245579
24,4,3,2799,0.73
25,6,3,4003,0.510377217
69,9,4,3164,0.645651075
21,21,4,3380,0.604349112
73,5,2,2402,0.850308077
33,21,3,6068,0.336544166
13,9,2,4167,0.49
13,0,3,3125,0.6533792
33,19,2,2661,0.767305524
74,5,4,4083,0.500041636
53,10,3,3141,0.65
22,22,2,2506,0.814684757
46,11,2,4079,0.500478058
28,20,3,2879,0.709030914
31,0,5,2864,0.71271648
73,0,4,4740,0.430597046
28,9,2,3075,0.663723577
78,7,4,4683,0.435806107
20,0,4,2817,0.724217252
35,22,2,2040,1.0
76,10,3,3019,0.675621067
17,6,3,3343,0.610041879
17,4,2,2579,0.790632028
66,0,2,2892,0.705
45,0,2,3835,0.531629726
18,6,3,3418,0.596369222
18,1,3,2805,0.726666667
53,4,4,2837,0.718431442
49,0,2,3523,0.578506954
70,21,2,2119,0.96172723
79,2,2,2715,0.750456722
89,17,4,4055,0.50244143
69,5,3,4805,0.423989594
16,16,3,3935,0.517662008
34,4,5,3098,0.657408005
60,2,2,3394,0.6
28,2,3,3359,0.606239952
41,2,2,2085,0.976494005
37,0,2,2930,0.694819113
16,5,4,5316,0.382945824
24,23,3,2691,0.756410256
36,1,2,4154,0.49
21,6,2,2855,0.71290718
15,14,4,4191,0.485623956
104,7,2,3730,0.54563807
23,20,2,2627,0.774685954
56,20,2,2627,0.774685954
72,7,2,2087,0.974968855
87,21,2,2627,0.774476589
13,5,3,4124,0.493331717
69,7,2,1623,1.253419593
28,2,3,2277,0.893333333
44,0,3,3262,0.623571429
105,16,2,3390,0.6
38,20,2,3390,0.6
80,0,3,2799,0.726666667
70,20,3,3181,0.639280101
16,16,2,3049,0.666874385
40,6,2,7672,0.265
57,1,4,3120,0.65161859
79,1,3,3344,0.607930622
32,22,3,4255,0.477755582
21,10,2,3278,0.620012203
102,8,2,2682,0.757785235
14,11,2,4516,0.45
59,4,4,5361,0.379043089
42,3,3,2919,0.696115108
25,2,2,7388,0.275
23,17,3,2470,0.822510121
56,6,4,2208,0.92
75,17,4,2664,0.7625
85,17,3,2900,0.700431034
21,10,4,3429,0.592300962
18,4,2,3774,0.538124006
113,4,4,4412,0.460287851
102,1,2,1784,1.138335202
15,1,3,3965,0.512168979
102,9,4,3732,0.544126474
26,4,3,3384,0.6
13,2,3,6880,0.295063953
20,16,2,2800,0.725
65,20,3,2620,0.77480916
39,17,2,2900,0.7
15,1,2,3274,0.620036652
30,8,2,5342,0.38
19,7,2,5342,0.38
87,0,2,5342,0.38
34,16,3,5242,0.387237696
27,0,2,3167,0.640858857
35,22,3,4606,0.440534086
95,16,3,3467,0.585232189
28,15,4,5072,0.4
42,13,4,3344,0.606698565
41,2,2,3054,0.664197773
15,3,3,5392,0.376142433
13,4,2,2204,0.92
24,12,2,5069,0.4
93,21,3,3724,0.544441461
26,19,3,2433,0.833333333
23,16,2,2616,0.775
30,14,2,2616,0.775
22,22,2,2616,0.775
69,22,2,2616,0.775
32,7,3,3453,0.587098175
24,0,3,2971,0.682288792
27,17,4,2766,0.732845264
42,9,3,3801,0.533291239
19,3,2,3991,0.50789777
16,1,2,4161,0.487125691
31,5,3,2755,0.735662432
30,7,3,3547,0.571325063
102,24,2,2253,0.899422992
45,7,2,3031,0.668518641
16,2,2,2843,0.71266268
48,1,3,5034,0.402481128
73,5,4,3492,0.58
70,9,2,3700,0.547359459
62,20,2,2025,1.0
67,11,5,3092,0.654899741
26,10,3,2967,0.682355915
47,14,2,2892,0.7
35,21,2,2892,0.7
23,7,3,3971,0.50978343
40,3,3,2653,0.763007916
72,9,2,2695,0.751090909
66,6,2,2943,0.687787971
49,10,3,3527,0.573887156
55,12,3,5408,0.374186391
33,16,3,3757,0.538528081
45,0,3,5324,0.38
39,17,3,3559,0.568361899
16,15,2,4058,0.498459832
39,18,2,2676,0.755829596
13,3,3,6387,0.316666667
86,16,3,2179,0.928178063
36,13,2,2454,0.824123879
96,8,3,3409,0.593223819
53,11,3,3476,0.581731876
30,4,3,4126,0.490043626
105,10,2,2199,0.919326967
16,0,2,2750,0.735025455
14,1,3,5718,0.353488982
99,4,2,2913,0.693618263
36,1,2,2841,0.711182682
21,18,3,2404,0.840432612
21,12,3,3208,0.629769327
20,0,3,3443,0.586726692
73,23,2,2020,1.0
101,23,2,2020,1.0
78,13,2,2376,0.85
48,11,3,2756,0.732583454
27,4,3,3543,0.569647192
26,8,4,2286,0.882795276
52,20,2,2018,1.0
14,3,5,3330,0.606
17,4,2,3057,0.660107949
20,3,3,4824,0.418304312
32,3,2,3228,0.625
22,7,3,3116,0.647320282
38,19,2,3689,0.546679317
49,6,3,3441,0.586065097
49,17,3,2671,0.754867091
21,2,4,4654,0.43322948
47,4,2,2253,0.894855748
65,0,3,2435,0.827946612
32,20,2,2240,0.9
12,12,3,2135,0.944262295
85,1,2,3600,0.56
21,19,2,2880,0.7
20,20,2,3112,0.64781491
29,4,2,3002,0.671532312
23,7,2,2780,0.725
38,21,3,3072,0.65608724
20,7,3,2070,0.973333333
22,6,3,2070,0.973333333
37,18,2,2878,0.7
15,10,2,4230,0.476264775
33,1,4,5232,0.385
34,3,3,4173,0.482659957
30,7,4,2803,0.718444524
15,2,3,2845,0.707810193
29,2,3,2983,0.674941334
38,5,4,4324,0.46560592
12,1,3,2662,0.756247183
95,4,4,3160,0.637025316
40,3,3,4921,0.409030685
19,18,3,2081,0.967227295
68,10,3,2900,0.694010345
30,0,2,3516,0.572357793
14,9,3,4210,0.477914489
77,18,2,2594,0.775636083
20,18,3,2282,0.881682734
14,12,2,3658,0.55
28,5,2,2657,0.757132104
77,14,4,2362,0.851651143
70,0,2,3368,0.597170428
35,2,2,3970,0.506586902
14,4,3,3333,0.603333333
59,2,2,4570,0.44
27,0,4,3204,0.6275
20,18,2,2513,0.8
25,3,3,2165,0.92856351
17,4,2,2311,0.869822588
14,5,2,2892,0.695
53,2,2,2892,0.695
60,0,2,4129,0.486766772
85,9,3,3465,0.58
33,18,2,2512,0.8
26,8,4,2200,0.91345
78,3,4,5171,0.388559273
38,6,3,2963,0.678062774
45,0,3,4128,0.486666667
16,11,2,2632,0.763259878
53,11,3,4272,0.470236423
57,1,4,3616,0.555481195
68,4,2,4494,0.446940365
22,6,3,4056,0.495177515
22,19,2,2682,0.748769575
29,4,3,2867,0.700348797
97,1,6,4903,0.409447277
28,21,3,4139,0.485020536
17,10,2,2590,0.775057915
57,8,6,4196,0.478331745
25,7,2,3744,0.536068376
23,8,2,2907,0.690299278
41,8,3,2611,0.76844121
24,23,2,4902,0.409292126
74,0,3,3926,0.511018849
17,3,2,4427,0.453182742
52,11,2,2006,1.0
53,15,3,2799,0.716666667
14,14,2,2767,0.724936755
24,10,3,3501,0.572893459
37,2,4,4237,0.473360869
14,12,2,3453,0.580828265
65,12,2,3820,0.525
46,0,4,2596,0.7725
64,13,3,2096,0.956679389
30,18,2,2005,1.0
18,1,3,2301,0.871290743
61,12,3,2397,0.836357947
19,9,4,2852,0.702924264
21,1,3,3777,0.530725443
86,16,2,2004,1.0
69,5,2,2400,0.835
50,0,7,2452,0.817275693
51,0,5,4697,0.426631893
73,12,2,2907,0.689301686
13,12,3,2977,0.673093719
24,12,2,5343,0.375023395
40,7,6,5620,0.356530249
21,11,3,4056,0.493996548
41,11,3,2917,0.68683579
53,16,3,8013,0.25
63,4,3,3949,0.507201823
13,13,2,4475,0.447575419
28,5,3,3767,0.531653836
45,12,4,4438,0.45126183
30,10,3,3757,0.533044983
79,4,2,2471,0.810441117
20,4,3,4601,0.435209737
108,4,4,4368,0.458376832
63,9,4,2308,0.8675
20,6,3,3068,0.652591265
76,20,2,2907,0.68869969
85,0,3,3306,0.605568663
47,12,3,2184,0.916666667
25,6,2,5211,0.384168106
22,22,2,5004,0.4
22,22,2,5004,0.4
20,6,2,4084,0.49
32,10,3,4908,0.407691524
60,9,3,4531,0.441558155
40,6,5,2896,0.690676796
105,1,4,4313,0.463760723
18,18,2,2800,0.714321429
24,23,2,4000,0.5
24,4,2,3900,0.5128
39,19,2,2857,0.7
29,2,3,4482,0.446162427
47,11,3,3777,0.52941488
84,0,5,3221,0.620661285
80,3,2,2271,0.880184941
17,4,7,2660,0.751428571
28,10,3,3913,0.510720675
28,6,3,3369,0.593146334
61,0,5,3645,0.548222222
25,13,5,2895,0.69
20,17,3,2410,0.828589212
25,9,3,2799,0.713333333
105,7,2,2578,0.774422033
88,17,2,2571,0.776507196
77,4,4,3813,0.523514293
68,0,4,2817,0.708541001
28,1,4,2787,0.716024399
47,1,2,2892,0.69
84,23,2,3013,0.662080982
69,11,3,2319,0.860068995
82,0,2,2266,0.88
43,4,2,3888,0.51287037
37,6,5,2617,0.761952618
71,0,2,4154,0.48
19,9,3,2091,0.953443329
55,11,4,4330,0.460415704
26,2,3,2742,0.726994894
106,7,2,2069,0.963218946
39,5,4,4072,0.489390963
74,6,3,4514,0.441470979
25,0,3,2735,0.72857404
12,9,4,2237,0.890764417
40,8,2,3521,0.565907413
13,10,2,2876,0.692802503
41,0,4,2596,0.7675
27,1,2,2373,0.839591235
13,12,3,3273,0.608722884
12,3,2,4286,0.46480168
69,9,3,3655,0.54502052
22,6,3,2487,0.800836349
43,4,8,5224,0.38125
42,17,2,3014,0.660766423
72,7,4,3406,0.584653553
43,7,2,3819,0.521382561
33,10,2,3606,0.552121464
39,0,3,3167,0.628654878
31,20,2,2444,0.814566285
19,19,2,2342,0.85
21,12,2,2342,0.85
45,6,6,2478,0.803333333
108,5,2,2235,0.890577181
57,5,3,2029,0.98080828
90,1,2,2778,0.716353492
49,16,3,2944,0.675951087
32,15,3,4832,0.411765315
35,11,2,5684,0.35
53,15,2,5684,0.35
61,14,2,3429,0.580139983
57,12,2,4130,0.481670702
18,13,3,2812,0.707396871
88,19,2,1989,1.0
12,11,2,3870,0.513953488
39,10,2,3182,0.625
23,23,2,4385,0.45350057
65,7,5,4972,0.399957763
61,2,2,2616,0.76
19,0,4,5232,0.38
53,10,3,4183,0.475280899
61,16,4,4879,0.407470793
95,14,3,2190,0.907762557
14,13,3,3710,0.53583558
13,2,2,2876,0.691168289
60,10,5,3155,0.63
63,23,2,2092,0.95
23,11,3,5175,0.384019324
50,10,2,3086,0.643966299
95,11,2,3723,0.533776524
32,1,6,3312,0.6
88,5,2,2966,0.66995617
25,1,3,5844,0.34
32,1,5,5714,0.347696885
78,12,2,2743,0.724279985
23,2,3,2668,0.744505247
88,5,2,2217,0.895778078
13,8,3,4374,0.454005487
27,2,2,2497,0.795246296
97,0,2,2137,0.929171736
28,9,2,2075,0.956819277
16,16,3,3398,0.584226015
42,18,2,2154,0.921448468
16,0,4,3025,0.656099174
21,19,2,2300,0.862695652
20,6,4,3338,0.594391851
42,7,4,4000,0.496
35,16,2,4960,0.4
51,16,3,3046,0.651296783
48,23,2,3052,0.65
82,20,2,3052,0.65
60,8,3,3585,0.553333333
23,23,2,2404,0.825
34,0,2,2253,0.880288504
13,0,2,2253,0.880288504
40,18,3,3236,0.612824475
86,13,2,2135,0.928711944
70,1,2,2253,0.880057701
20,3,3,4768,0.415843121
28,16,2,3158,0.627644079
16,1,3,2772,0.715036075
19,11,3,3448,0.574825986
22,0,2,2446,0.810228945
15,7,2,2752,0.72
63,19,3,2451,0.808384333
38,14,2,3774,0.525
12,8,2,2778,0.713077754
18,0,3,4126,0.480096946
44,9,2,3437,0.576325284
17,14,2,2746,0.721340131
52,7,3,2883,0.686940687
31,0,3,2070,0.956666667
44,2,4,2316,0.855
13,8,2,3558,0.556506464
17,16,2,3175,0.623590551
27,14,5,3531,0.560662702
56,3,3,3030,0.653333333
12,7,2,3286,0.602391966
108,1,3,3353,0.590292276
28,20,3,3045,0.65
55,2,3,2532,0.781658768
17,16,2,2112,0.936931818
73,0,2,2767,0.715113842
14,1,4,2682,0.737651007
45,7,2,2053,0.963643449
57,1,2,3389,0.583750369
23,0,3,3922,0.504357471
18,18,2,4633,0.426915605
62,24,2,2930,0.675
41,3,2,2930,0.675
96,23,2,2930,0.675
28,9,2,4573,0.432484146
31,3,3,4682,0.422336608
16,9,2,5344,0.37
52,3,2,3031,0.652329264
20,7,4,4526,0.436833849
18,6,2,7061,0.28
31,8,3,3947,0.500863947
82,0,2,3043,0.649645087
22,16,3,2782,0.710585909
48,0,5,2566,0.770366329
15,15,2,4629,0.427025275
16,6,3,4694,0.421014061
18,18,2,1976,1.0
40,11,2,1976,1.0
17,0,3,5226,0.378040566
110,3,3,3300,0.598678788
15,1,3,3388,0.583108028
98,6,2,2066,0.956127783
30,2,2,2616,0.755
15,2,3,3924,0.503333333
36,9,2,2796,0.706330472
51,9,5,3903,0.505946708
60,4,4,5087,0.388126597
49,11,4,3712,0.531896552
57,6,2,2562,0.770620609
40,6,2,3404,0.58
43,2,2,2384,0.828108221
12,5,3,3068,0.643481095
99,0,3,4715,0.418680806
51,9,3,2471,0.798704978
75,5,2,2515,0.784632207
16,13,2,4154,0.475
16,13,2,4154,0.475
24,13,2,4154,0.475
16,13,2,4154,0.475
32,12,2,4154,0.475
34,0,3,2653,0.743603468
12,8,4,2655,0.742983051
22,14,4,3525,0.559602837
88,3,2,3413,0.577943159
17,14,3,3945,0.5
26,19,2,3287,0.6
97,2,3,3992,0.493997996
93,4,2,2112,0.933693182
27,5,4,3985,0.494792974
20,3,3,3478,0.566889017
99,2,2,3904,0.505
16,16,2,2569,0.767419229
24,9,3,3880,0.508043814
12,12,2,1714,1.15
29,5,4,3204,0.615
39,12,4,4228,0.46589404
23,22,2,2814,0.7
65,17,2,2494,0.789815557
13,13,2,3752,0.525
48,16,2,2627,0.749790636
30,11,2,3016,0.653066976
25,7,2,2738,0.719291454
57,2,2,2246,0.876794301
30,13,2,3828,0.514420063
36,6,2,2813,0.700031994
105,23,2,4375,0.45
35,20,3,2232,0.881989247
79,5,2,3142,0.626425843
16,16,2,3012,0.653436255
17,4,4,4004,0.491446054
13,6,2,4522,0.435139319
12,0,4,3146,0.625460903
80,9,3,2470,0.796631579
37,1,3,3858,0.51
20,12,3,3711,0.530180544
71,5,2,3169,0.620810981
111,20,2,3934,0.5
14,13,2,3934,0.5
90,17,2,3934,0.5
78,16,2,1967,1.0
33,21,2,3934,0.5
17,13,2,3934,0.5
77,4,2,2657,0.740116673
17,3,3,4124,0.476741028
87,9,3,2282,0.861516214
17,0,5,2270,0.866
61,14,4,2581,0.761604029
24,10,2,2947,0.666745843
15,11,3,4583,0.428649356
15,11,2,2426,0.809666117
47,6,3,2541,0.772865014
31,5,2,2820,0.696347518
19,1,4,3484,0.563628014
82,3,2,4015,0.488991283
13,4,2,2915,0.673509434
47,11,3,2993,0.655863682
25,7,4,2316,0.8475
26,11,3,2783,0.70528207
17,15,4,4464,0.43968414
30,19,3,6211,0.316011914
28,19,2,3358,0.584484812
36,0,4,2874,0.682891441
34,13,4,4314,0.454914233
17,2,2,3434,0.571389051
16,1,3,1995,0.983463659
12,12,2,2616,0.75
27,0,2,2616,0.75
24,14,2,2616,0.75
61,14,2,2616,0.75
99,22,2,2616,0.75
39,22,2,2616,0.75
31,10,3,2923,0.671193979
68,9,4,2421,0.810285006
61,0,4,3392,0.578298939
17,0,2,3491,0.561798911
25,17,2,1961,1.0
81,24,2,1961,1.0
22,22,4,6231,0.314708714
18,10,3,4538,0.432049361
14,5,3,3545,0.553049365
71,12,3,3564,0.55
49,1,2,2376,0.825
17,3,3,3246,0.603850893
111,11,3,2793,0.70179019
77,21,2,2800,0.7
51,19,2,2800,0.7
20,17,2,2800,0.7
79,20,2,2800,0.7
64,22,2,1960,1.0
47,2,3,4733,0.41411367
85,15,2,3136,0.625
77,11,2,2800,0.7
70,21,2,2800,0.7
21,17,2,1960,1.0
73,7,2,2316,0.846070812
15,1,3,2981,0.657269373
39,15,2,3124,0.627160691
22,2,2,2138,0.916393826
83,4,2,2309,0.848488523
29,1,2,3014,0.65
28,18,3,1959,1.0
64,16,3,1959,1.0
23,1,2,2943,0.66559633
60,7,3,2009,0.974952713
45,3,3,4046,0.484048443
21,14,3,3561,0.549957877
73,1,4,5436,0.360250184
21,0,2,1340,1.461246269
31,8,4,3644,0.537305159
18,0,3,4023,0.486666667
68,4,3,2340,0.836666667
35,17,2,3404,0.575
30,6,4,4881,0.400973161
72,11,2,2551,0.767150137
42,10,3,4519,0.433025006
112,17,3,4892,0.4
38,0,3,4659,0.42
79,1,3,4057,0.482307123
15,8,2,2320,0.843405172
39,5,2,3557,0.55
40,1,2,2805,0.697411765
13,13,2,2546,0.768224666
108,3,4,4313,0.453454672
32,6,2,2377,0.822776609
12,2,2,3638,0.537567345
20,7,2,3148,0.621216645
45,8,2,2535,0.771360947
24,23,2,2387,0.819187264
13,1,4,4261,0.458887585
39,4,2,3175,0.615795276
61,3,3,3296,0.593167476
26,1,3,3678,0.531451876
36,9,2,2005,0.974822943
111,20,2,3122,0.626008969
30,5,3,3049,0.640964251
39,20,2,1954,1.0
24,7,2,2752,0.71
47,6,3,4000,0.48844
31,18,2,2631,0.742531357
13,10,2,3529,0.553556248
20,20,2,2604,0.75
23,18,2,2604,0.75
27,2,2,2066,0.945159729
53,5,2,2750,0.710029091
70,10,2,2972,0.656965007
26,18,2,5030,0.388170974
63,14,2,3545,0.550747532
95,14,2,3696,0.528246753
19,6,2,2365,0.82551797
60,11,2,4110,0.475
23,22,2,4110,0.475
31,16,6,2724,0.716666667
20,18,3,2865,0.681308901
49,14,3,3098,0.629970949
104,0,3,2546,0.766527887
57,11,3,2272,0.858934859
64,7,2,3548,0.55
77,7,3,2121,0.92
27,4,3,4710,0.414273885
51,13,2,2616,0.745699541
26,5,3,2853,0.683715387
95,18,2,2298,0.848738033
54,16,2,2212,0.881735986
71,22,3,2999,0.650250083
84,9,3,2709,0.719767442
48,8,6,6943,0.280800807
83,9,3,2397,0.813333333
26,0,4,3472,0.561480415
39,1,4,5164,0.3775
13,4,2,2815,0.692461812
12,2,2,2616,0.745
90,1,2,2616,0.745
54,0,6,4118,0.473176299
21,4,3,2310,0.843467532
86,1,2,2877,0.677219326
49,14,3,2227,0.874315222
13,10,2,3076,0.632997399
78,10,2,1298,1.5
25,9,3,1947,1.0
15,11,4,2596,0.75
103,16,3,1947,1.0
72,12,2,2261,0.86103494
62,19,2,2994,0.65
37,18,2,2994,0.65
46,22,2,2780,0.7
60,16,2,3010,0.646495017
48,9,2,3626,0.536651958
19,11,2,3472,0.560426267
73,1,2,1380,1.41
51,9,2,1380,1.41
16,8,3,6141,0.316837649
51,8,5,2895,0.672
89,8,2,3832,0.507604384
77,21,2,3087,0.630093942
76,1,3,3618,0.537600884
35,12,3,2719,0.715336521
47,13,2,2778,0.7
21,16,3,3333,0.583333333
28,22,3,3643,0.533667307
104,16,4,5619,0.34598683
64,7,4,2148,0.905
56,7,6,4153,0.467982182
96,0,3,5147,0.377561686
81,1,3,2447,0.794152023
14,12,2,2429,0.8
30,7,2,3276,0.593150183
37,3,4,2613,0.743628014
25,13,4,2320,0.8375
28,11,5,4159,0.467059389
23,8,2,3370,0.576409496
17,8,2,2617,0.742082537
15,15,3,4065,0.477736777
71,4,2,2805,0.692235294
42,20,2,3081,0.630185005
14,13,2,2332,0.832590051
13,9,2,4313,0.45
24,0,3,2799,0.693333333
16,16,3,2070,0.937487923
19,8,2,3922,0.494760326
62,3,2,3193,0.60769809
38,5,4,2933,0.661520627
24,23,2,2263,0.85735749
16,5,4,3759,0.516123969
25,9,3,3147,0.616444233
54,11,3,2035,0.953071253
78,18,2,4217,0.459900403
46,4,3,3030,0.64
16,14,2,3747,0.517534027
29,2,3,2489,0.779043793
12,4,3,2282,0.849574934
